puppet-master,develop,2018-10-06 19:04:52.037390,2018-10-08 19:04:52.037390
puppet-master.cp.cl.lsst.org,develop_cp,2018-10-06 19:04:52.037390,2018-10-08 19:04:52.037390
dm-hs.po.us.lsst.org,develop_cp,2018-10-06 19:04:52.037390,2018-10-08 19:04:52.037390
