39,lsst-verify-worker25.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
40,lsst-verify-worker26.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
41,lsst-verify-worker27.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
42,lsst-verify-worker28.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
43,lsst-verify-worker29.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
44,lsst-verify-worker30.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
45,lsst-verify-worker31.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
46,lsst-verify-worker32.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
47,lsst-verify-worker33.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
48,lsst-verify-worker34.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
49,lsst-verify-worker35.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
50,lsst-verify-worker36.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
51,lsst-verify-worker37.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
52,lsst-verify-worker38.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
53,lsst-verify-worker39.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
54,lsst-verify-worker40.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
55,lsst-verify-worker41.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
56,lsst-verify-worker42.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
57,lsst-verify-worker43.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
58,lsst-verify-worker44.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
59,lsst-verify-worker45.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
60,lsst-verify-worker46.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
61,lsst-verify-worker47.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
62,lsst-verify-worker48.ncsa.illinois.edu,ncsa,npcf,verify,verify_worker,production
63,lsst-sui-proxy01.ncsa.illinois.edu,ncsa,npcf,sui,sui_proxy,production
64,lsst-sui-tomcat01.ncsa.illinois.edu,ncsa,npcf,sui,sui_tomcat,production
65,lsst-sui-tomcat02.ncsa.illinois.edu,ncsa,npcf,sui,sui_tomcat,production
66,lsst-qserv-master01.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
67,lsst-qserv-db01.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
68,lsst-qserv-db02.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
69,lsst-qserv-db03.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
70,lsst-qserv-db04.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
71,lsst-qserv-db05.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
72,lsst-qserv-db06.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
73,lsst-qserv-db07.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
74,lsst-qserv-db08.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
75,lsst-qserv-db09.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
76,lsst-qserv-db10.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
77,lsst-qserv-db11.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
78,lsst-qserv-db12.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
79,lsst-qserv-db13.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
80,lsst-qserv-db14.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
81,lsst-qserv-db15.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
82,lsst-qserv-db16.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
83,lsst-qserv-db17.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
84,lsst-qserv-db18.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
85,lsst-qserv-db19.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
86,lsst-qserv-db20.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
87,lsst-qserv-db21.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
88,lsst-qserv-db22.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
89,lsst-qserv-db23.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
90,lsst-qserv-db24.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
91,lsst-qserv-db25.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
92,lsst-qserv-db26.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
93,lsst-qserv-db27.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
94,lsst-qserv-db28.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
95,lsst-qserv-db29.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
96,lsst-qserv-db30.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
97,lsst-qserv-db31.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
98,lsst-qserv-db32.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
99,lsst-qserv-db33.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
100,lsst-qserv-db34.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
101,lsst-qserv-db35.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
102,lsst-qserv-db36.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
103,lsst-qserv-db37.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
104,lsst-qserv-db38.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
105,lsst-qserv-db39.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
106,lsst-qserv-db40.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
107,lsst-qserv-db41.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
108,lsst-qserv-db42.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
109,lsst-qserv-db43.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
110,lsst-qserv-db44.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
111,lsst-qserv-db45.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
112,lsst-qserv-db46.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
113,lsst-qserv-db47.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
114,lsst-qserv-db48.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
115,lsst-qserv-db49.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
116,lsst-qserv-db50.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
117,lsst-qserv-dax01.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,production
118,lsst-hwmon01.ncsa.illinois.edu,ncsa,npcf,default,default,production
119,lsst-qserv-test01.ncsa.illinois.edu,ncsa,npcf,qserv,qserv,test
120,lsst-kub001.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
121,lsst-kub002.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
122,lsst-kub003.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
123,lsst-kub004.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
124,lsst-kub005.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
125,lsst-kub006.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
126,lsst-kub007.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
127,lsst-kub008.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
128,lsst-kub009.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
129,lsst-kub010.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
130,lsst-kub011.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
131,lsst-kub012.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
132,lsst-kub013.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
133,lsst-kub014.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
134,lsst-kub015.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
135,lsst-kub016.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
136,lsst-kub017.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
137,lsst-kub018.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
138,lsst-kub019.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
139,lsst-kub020.ncsa.illinois.edu,ncsa,npcf,kubernetes,kubernetes,production
